Phase,Epoch,LR,Time_Sec,Train_Loss,Val_loss,Val_acc_label_based,Val_acc_subset,Val_f1_macro,Val_precision_macro,Val_recall_macro,Val_auc_macro,Val_f1_Atelectasis,Val_auc_Atelectasis,Val_f1_Cardiomegaly,Val_auc_Cardiomegaly,Val_f1_Effusion,Val_auc_Effusion,Val_f1_Pneumonia,Val_auc_Pneumonia,Val_f1_Normal,Val_auc_Normal
Phase_1,1,0.0001,623.2893598079681,0.5465460979976112,0.5255621334209162,0.7440368380660015,0.07858787413660782,0.12954356333730777,0.25441242872995834,0.09277145900739064,0.6755372365470901,0.0,0.6258575259882161,0.0,0.7169229394008154,0.385872430152873,0.6790482226356868,0.0,0.5987272885793151,0.26184538653366585,0.7571302061314168
Phase_1,2,0.0001,647.5071816444397,0.5188074024505795,0.5125785950644344,0.7503607060629317,0.19263238679969302,0.2603949461042097,0.5111401208681746,0.22754497831317505,0.7179654559564427,0.010392064241851677,0.6799468143122397,0.2940851299060254,0.7736985924596544,0.4948991696322657,0.7099552737190868,0.0,0.6565330216376065,0.5025983667409057,0.769693577653626
Phase_1,3,0.0001,647.7746584415436,0.4997752707149955,0.4871652481310508,0.7668457405986185,0.22900997697620876,0.3832330738049764,0.48159348059299684,0.325046185475554,0.7446886949904701,0.38009630818619583,0.6981261712642087,0.49379432624113473,0.8193819749571961,0.5416479063484917,0.7315670685590975,0.0,0.6888431573041305,0.5006268282490598,0.7855251028677178
Phase_1,4,0.0001,647.5201485157013,0.48588532638725296,0.4877198664288895,0.7665080583269378,0.22302379125095934,0.38351876046213995,0.6153837664310876,0.3247909101919998,0.754160089555582,0.31128684399712436,0.720552795751353,0.5642831983092639,0.8247574451114275,0.5690200210748156,0.738356269679908,0.13830508474576272,0.7123198299453277,0.3346986541837332,0.7748141072898943
Phase_1,5,0.0001,647.3518662452698,0.4771657363912159,0.4714132282955974,0.773384497313891,0.2512663085188028,0.4162564445023563,0.6259341976558911,0.35169160535543054,0.7739041191532687,0.24242424242424243,0.7224589359672254,0.5880539499036609,0.8519887781834684,0.5714285714285714,0.7423846630297446,0.18193717277486912,0.7585412112125054,0.4974382859804378,0.7941470073733996
Phase_1,6,0.0001,647.588629245758,0.46368982585697394,0.4550833567684772,0.7856331542594014,0.27705295471987723,0.4684236161203167,0.6606263912016519,0.37217183140960886,0.788242322997322,0.38205980066445183,0.734658836898805,0.5944170771756979,0.872844029127215,0.5232004013042387,0.759180108653954,0.3333333333333333,0.7747766816563725,0.5091074681238615,0.7997519586502637
Phase_1,7,0.0001,647.9465067386627,0.45067286601076617,0.4662442011576073,0.7825019186492709,0.27720644666155025,0.47215742150784157,0.6642759958513882,0.423529732963784,0.7898429286029686,0.4864406779661017,0.739338666559752,0.624390243902439,0.8634601976194897,0.6100418410041841,0.7668915032219045,0.20554428668018931,0.7869578439734147,0.43437005798629413,0.7925664316402814
Phase_1,8,0.0001,647.5421438217163,0.43710483229874814,0.4305236256297897,0.7986185725249424,0.3115886415963162,0.5301346780777438,0.6909276432822984,0.4519184334966,0.8191186401026409,0.5150355385456533,0.7539298649039559,0.6453900709219859,0.8958649806437416,0.6116568434839554,0.7812129973170713,0.3618933493109647,0.8525574776726139,0.5166975881261595,0.8120278799758218
Phase_1,9,0.0001,647.0411605834961,0.4216841139941311,0.4202149557132347,0.8056178050652341,0.35103607060629316,0.5784182210956923,0.6833562968469263,0.5116235914319047,0.8292649065251905,0.5303807723467459,0.7599141169912688,0.6874557051736357,0.9067493175457778,0.6033296337402886,0.785990862729895,0.5545545545545546,0.8803587654192117,0.5163704396632367,0.8133114699397992
Phase_1,10,0.0001,647.0613150596619,0.40456515774679236,0.42304524677056893,0.8053415195702226,0.3634689178818112,0.5695323870463963,0.6810428622143412,0.5142200420736878,0.8345063994050779,0.3731497418244406,0.7699720082134532,0.6955414012738853,0.9084565188989967,0.595137914913511,0.7929234160167968,0.6536585365853659,0.8928160174752052,0.5301743406347788,0.8083640364209372
Phase_1,11,0.0001,647.3977282047272,0.38740832393853825,0.4114189232681312,0.8052187260168842,0.355640828856485,0.5833583053364052,0.7212051385780451,0.5269968508964639,0.8451901806353483,0.6034447821681864,0.7690223869626304,0.6669338677354709,0.9118685837269906,0.6375998273257069,0.806438573166419,0.5296356715606307,0.9173844456201076,0.47917737789203085,0.8212369137005942
Phase_1,12,0.0001,647.4957826137543,0.37053300377635673,0.39089136599910024,0.8199846508058327,0.40153491941673064,0.6414810301095997,0.7172377250453572,0.605720658843769,0.8612641304059181,0.6107034958998705,0.7843719566530394,0.7342133428469497,0.930732649847694,0.6715536550600693,0.8175925464570393,0.6317948717948718,0.9505751177607255,0.5591397849462365,0.8230483813110931
Phase_1,13,0.0001,647.2884635925293,0.3524665691812457,0.3735947860222237,0.8283039140445126,0.43468917881811203,0.6711113206490101,0.7090440664571784,0.6524661348943314,0.8720222469808195,0.5647181628392485,0.7922497929607965,0.7507062146892656,0.9422070947734665,0.6892132431470274,0.8230427644171466,0.7888982338099243,0.9637897631499972,0.5620207487595851,0.8388218196026912
Phase_1,14,0.0001,647.455281496048,0.33734760804005853,0.3622449258086728,0.8334919416730622,0.45771297006907136,0.6802604947635731,0.7147764465067897,0.6601354856385013,0.875675234781286,0.6069561263923618,0.793776558894193,0.7476911710380495,0.9436373262921935,0.6709437086092715,0.8281019666843692,0.8232149675448645,0.9694033407154965,0.5524965002333178,0.8434569813201774
Phase_1,15,0.0001,646.6937737464905,0.32301799868371583,0.3407016173735553,0.8427935533384497,0.4782808902532617,0.6923878647071428,0.7394945932734859,0.6533773416853402,0.8843750758417702,0.5879653238143804,0.8079636481838104,0.7769936485532816,0.9492541480152099,0.6866934630844087,0.8441545736379468,0.829205807002562,0.9789100504968429,0.581081081081081,0.8415929588750412
Phase_2,1,1e-05,861.2352230548859,0.28102566883140306,0.3252565280771723,0.855686876438987,0.5267843438219494,0.7227483207884283,0.7550768495172541,0.7006953664959046,0.898125514537945,0.6205400192864031,0.8253222849195705,0.8035592060232717,0.9583644477449786,0.6986597492434068,0.8582865350034494,0.9062138170590506,0.9894097640277905,0.5847688123300091,0.8592445409939357
Phase_2,2,1e-05,859.4507164955139,0.26396346087523437,0.32620058807672236,0.8565771297006907,0.5392171910974674,0.7254419130960497,0.7491385945568714,0.7071869953487565,0.9008516003562461,0.596723044397463,0.8268683428974453,0.8106289942818702,0.9605813065990056,0.6990959965561774,0.8611068913958724,0.9121725731895224,0.9905074505677781,0.6085889570552148,0.865194010321129
Phase_2,3,1e-05,858.8726673126221,0.2554777622551948,0.3177981440927468,0.8604451266308519,0.545817344589409,0.7359114638535454,0.7565713030710117,0.7190256209779278,0.9041069870508334,0.6190713929106341,0.8328459667124933,0.812957157784744,0.9621655630505188,0.7161168312670729,0.8667086140119121,0.9244342155734561,0.992057675176122,0.6069777217318201,0.8667571163031211
Phase_2,4,1e-05,858.6507709026337,0.24899989772356898,0.3179182955155186,0.8603223330775134,0.548119723714505,0.7350757787728064,0.7588463804067522,0.7208966840417472,0.9048241543230786,0.6260142611261372,0.8340665388002891,0.8206521739130435,0.964155372650948,0.7173425718361525,0.8684274221806867,0.9236111111111112,0.9923339131909805,0.5877587758775877,0.8651375247924885
Phase_2,5,1e-05,860.8357629776001,0.24182951147937373,0.31617174056522984,0.8622870299309287,0.5577897160399079,0.7388173716659984,0.7594207972648761,0.722599032859786,0.9072701274435009,0.6138306138306139,0.8382643367912437,0.8224551910720325,0.9662322338428533,0.7145573631945912,0.8704995724246943,0.934261407579273,0.9933014134845668,0.6089822826534816,0.8680530806741461
Phase_2,6,1e-05,862.2528941631317,0.23778318551875313,0.3150825828459917,0.8627168073676132,0.5669992325402916,0.7429224032498866,0.7548636796094231,0.7358524458266783,0.9082541093737856,0.62939453125,0.8397249277787765,0.8262754251417139,0.966579202508406,0.7212908633696563,0.874034208455013,0.9365443425076453,0.9946016449136026,0.6011068539804172,0.8663305632131297
Phase_2,7,1e-05,860.8365700244904,0.2318977432327441,0.3108043645819028,0.8648349961627014,0.567766692248657,0.7480812865157844,0.76365310974256,0.7359520444004867,0.9099948725561331,0.6345828295042322,0.8419760614827758,0.8344733242134063,0.9678950155056351,0.7210769877997476,0.8757315467126527,0.9368950832365467,0.9950838381633715,0.6133782078249895,0.8692879009162302
Phase_2,8,1e-05,860.0082466602325,0.2263305320724704,0.3114386740706715,0.8672294704528012,0.5765157329240215,0.7499242107614524,0.7669200153372913,0.7371045060367108,0.9115388665666704,0.6385093167701863,0.8456141746302933,0.8376358695652174,0.9692915540703152,0.7219987296210036,0.8770888096797702,0.9415361100496752,0.995263548562732,0.6099410278011794,0.870436245890241
Phase_2,9,1e-05,858.8947625160217,0.22265313246868135,0.3104023281119618,0.8687029930928626,0.5812739831158864,0.7526178493571531,0.7680300477175589,0.7408424672876273,0.9127854352841556,0.6392830470500374,0.8469845564489533,0.8459691252144083,0.9702522845885677,0.736361750674134,0.8804474329480498,0.9371165644171779,0.9957731728553076,0.6043587594300084,0.8704697295798991
Phase_2,10,1e-05,862.1977806091309,0.21880846289618158,0.31345948657276584,0.8695011511895625,0.5872601688411359,0.7557129290744935,0.7673785643396067,0.7485825992517161,0.913696549358175,0.6428221460068594,0.8483416817230836,0.8475247524752475,0.9710635284086613,0.734822934232715,0.8828075028022285,0.944808954071787,0.995996402233391,0.6085858585858586,0.8702736316235105
Phase_2,11,1e-05,861.083963394165,0.21584511972125522,0.30504173675880714,0.870176515732924,0.5909439754412893,0.7556658947704863,0.7734141456214371,0.7403313616561149,0.9142773265388573,0.636432350718065,0.8501050176991036,0.8468468468468469,0.9716345208380606,0.7360876897133221,0.8824926445299729,0.9432651485912775,0.9965897282755037,0.6156974379829199,0.8705647213516463
Phase_2,12,1e-05,860.1382052898407,0.21012479618395416,0.3067965768277645,0.8714044512663085,0.5955487336914812,0.7604415350293101,0.7709601267759438,0.754128261191622,0.9152041213385385,0.6463204528673394,0.8528207232339589,0.8566666666666667,0.9726755643569803,0.7426816786079836,0.884285280836565,0.9517509727626459,0.9967942007513437,0.6047879042419152,0.8694448375138448
Phase_2,13,1e-05,862.3655717372894,0.20629827927339717,0.3059902178744475,0.8694090560245588,0.5917114351496546,0.7574015246927785,0.7654804435094592,0.7534312873313518,0.9156620001734064,0.6481349489189832,0.8535843756426191,0.8504828504828504,0.9731703694535552,0.73732912723449,0.8854844563919774,0.9519045786841093,0.9968932490572618,0.5991561181434599,0.8691775503216181
Phase_2,14,1e-05,861.2911369800568,0.20187038405711216,0.3133056660493215,0.8717421335379892,0.5960092095165004,0.7604706474756605,0.7710778656263333,0.7557809369935142,0.9157901511036283,0.6500718046912398,0.8543737328144527,0.8590831918505942,0.9739183530333972,0.7479111473405339,0.8859796315358157,0.9489329268292683,0.9972414750249994,0.5963541666666666,0.867437563109476
Phase_2,15,1e-05,860.6924250125885,0.19978253531625217,0.3120592281076254,0.8726630851880276,0.5996930161166538,0.7612613449086253,0.7777168346455987,0.7502629161985361,0.9161498039650257,0.6484674329501916,0.853582327883708,0.8593436034829203,0.973507711560809,0.7399532213480757,0.8891821928557048,0.9569934134056567,0.9974516561232613,0.6015490533562823,0.8670251314016447
Phase_2,16,1e-05,859.7246866226196,0.19649192856156614,0.31283796111158296,0.8727551803530315,0.6035303146584804,0.7619472867634896,0.7722704543041854,0.755021536933798,0.9170840334196925,0.657088122605364,0.8550813951834124,0.8602867622540847,0.9749514890222855,0.7414571244358479,0.8897658807463913,0.9506553585196608,0.997662949290826,0.6002490660024906,0.8679584528555473
Phase_2,17,1e-05,859.5929954051971,0.19125666330665445,0.31727999843218746,0.8715886415963162,0.5975441289332311,0.7569535706626058,0.7692500690284441,0.7507503396159079,0.9164931577253863,0.6362953692115144,0.8534088072601891,0.8532019704433498,0.9753246556786379,0.7465997070516844,0.8905401140983995,0.951655881233346,0.9976737734320416,0.5970149253731343,0.8655184381576633
Phase_2,18,1e-05,860.184318780899,0.18788077652485713,0.31514492616349576,0.8741980046047583,0.6058326937835764,0.7645656543567737,0.7747646335223404,0.7572346456679424,0.9178005993077347,0.649043303121853,0.8567256378122348,0.861250417920428,0.9757632141702939,0.7391118701964133,0.8888462697649773,0.9523446435379337,0.9977611079413018,0.6210780370072405,0.869906766849866
Phase_2,19,1e-05,860.3585586547852,0.1843854059101906,0.3152782270575271,0.8747505755947813,0.6087490406753645,0.7658241530160305,0.7755593326348311,0.7603882858237646,0.9176479023834133,0.6631903294619578,0.8562974406462469,0.867601778994184,0.976796831487097,0.7538747675139492,0.8911517533828275,0.9503437738731857,0.9975653837439786,0.5941101152368758,0.8664281026569163
Phase_2,20,1e-05,860.4997110366821,0.18184327606805115,0.3139785948191203,0.8740752110514198,0.6078280890253261,0.7647189195901003,0.7742768522708339,0.7592387559615579,0.9181791701359014,0.6582950978024632,0.8580855652827696,0.8667338032896945,0.9774521250627446,0.7468879668049793,0.8904420816739724,0.9569230769230769,0.9984089253792601,0.5947546531302876,0.8665071532807611
Phase_2,21,1e-05,859.0121314525604,0.17901681866163838,0.31702570456500145,0.8760706062931696,0.617498081350729,0.7684558766715746,0.7778746656684218,0.7621269802530053,0.9198729624937961,0.652970297029703,0.8600272718376244,0.8697394789579158,0.9780878217161403,0.7503667994131209,0.8933438110550598,0.960399846212995,0.9984184150373122,0.6088029617441382,0.869487492822844
Phase_2,22,1e-05,861.2543878555298,0.1762973404049748,0.3182679488889727,0.8758557175748273,0.6156561780506523,0.7681297692636782,0.7747487322534471,0.7649158614918772,0.9206423182640597,0.6481665014866204,0.8602656740855895,0.8745399799263968,0.978513934443138,0.7548734964744919,0.8947847256570703,0.9548044056209647,0.9983491701887137,0.6082644628099173,0.8712980869457867
Phase_2,23,1e-05,859.5462441444397,0.17115666713373642,0.32708824542807596,0.8773292402148887,0.6211818879508826,0.7726118876707297,0.7770100522967855,0.7714389709372919,0.921539723981007,0.6650763358778626,0.8629290001030344,0.8782961460446247,0.9792814461841011,0.7604188051734757,0.8964166920862313,0.9552581261950287,0.9985453392137581,0.6040100250626567,0.8705261423179098
Phase_2,24,1e-05,859.7124671936035,0.16869203325607798,0.3226895478791466,0.8765617805065234,0.6214888718342287,0.7685623692260984,0.7778331589940517,0.7619082058444283,0.9200433779907092,0.6563436563436563,0.8608906716606118,0.8763819095477386,0.9799759336042523,0.7517879680269247,0.893762423685606,0.9535151747983096,0.9983727460579367,0.604783137413863,0.8672151149451391
Phase_2,25,1e-05,859.8076319694519,0.16645448153484005,0.329237022418894,0.8764696853415196,0.6214888718342287,0.7710190438837301,0.7736246240809803,0.7707268084655301,0.9197863712537542,0.6614173228346457,0.863109364552388,0.8788996980878899,0.9792327633035599,0.7560925660454638,0.892036982124476,0.9525267993874426,0.9986353426893454,0.6061588330632091,0.8659174035990017
Phase_2,26,1e-05,859.8156797885895,0.1620951627619118,0.33932021976101634,0.8767152724481965,0.6259401381427475,0.7685767619420225,0.7758654213637122,0.7658500838208088,0.9201858808810612,0.6587360594795539,0.8619463991560646,0.8754518567203418,0.9803449745927623,0.755316952302292,0.8941372356719739,0.962336664104535,0.9986765633915089,0.5910422771033905,0.8658242315929967
Phase_2,27,1e-05,859.7234864234924,0.15899942973560088,0.32469344201187295,0.8798772064466616,0.6302379125095933,0.7760306817645777,0.784348366715322,0.7705451817307957,0.9217833782629359,0.6735527263992314,0.8643333854972972,0.8859289617486339,0.9805811003156136,0.7608605709557302,0.8976936454329245,0.9612284069097888,0.9987321668566576,0.598582742809504,0.8675765932121865
Phase_2,28,1e-05,859.0582003593445,0.15685386753608752,0.33889926458690683,0.8799079048349961,0.6360706062931696,0.7766544366463014,0.7817552925111356,0.7756836912227345,0.9224145214973258,0.6652078774617067,0.8655779918081021,0.8852892561983471,0.9808454181020554,0.7581617799958411,0.8985177558190548,0.9645714285714285,0.9988123841223786,0.6100418410041841,0.8683190576350382
Phase_2,29,1e-05,860.207998752594,0.1538304542392085,0.3353405231062104,0.8781273983115886,0.6254796623177283,0.772884515488909,0.7777935004508838,0.7739405928278661,0.9218038437903149,0.6780917091245947,0.863735008788119,0.8832285808799206,0.9818059423369158,0.7538429142977469,0.8977185586316943,0.9638095238095238,0.9989529496822743,0.5854498493327593,0.8668067595125706
Phase_2,30,1e-05,860.2223131656647,0.14957052267907672,0.34441389994440125,0.8793860322333078,0.6336147352264007,0.7772074691700355,0.778105919877577,0.7796593470022353,0.9225486580218553,0.6749823487879502,0.8658505592968471,0.8870264834059671,0.9819543288569837,0.7618260689940095,0.8981270945822502,0.9642041127189642,0.9989485014050624,0.5979983319432861,0.867862805968133
